X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
396645.649999999,138955.699999999,24196830,2024/12/20 20:27:26+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1700 - 1701 BLOCK OF FLORIDA AVENUE NW,396645.65,138955.7,1,1B,3,301,Cluster 6,004201 2,004201,Precinct 24,38.9184642923,-77.0386796067,,2024/12/07 22:00:00+00,2024/12/08 15:00:00+00,679970724,
400232.916299999,135255.095600002,24114998,2024/07/27 17:37:08+00,DAY,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.916286169,135255.095578947,6,6B,1,107,Cluster 26,006500 1,006500,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,2024/07/27 14:58:00+00,2024/07/27 16:43:00+00,679970726,
401417.659999996,134586.109999999,24115836,2024/07/29 05:24:35+00,MIDNIGHT,OTHERS,THEFT F/AUTO,15TH STREET SE AND IVES PLACE SE,401417.66003127,134586.10997833,6,6B,1,106,Cluster 26,007100 3,007100,Precinct 91,38.8791067101,-76.983661727,CAPITOL HILL,2024/07/29 05:00:00+00,2024/07/29 05:15:00+00,679970727,
404428.890000001,133350.640000001,24011293,2024/01/23 19:56:26+00,DAY,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF ALABAMA AVENUE SE,404428.89,133350.64,7,7B,6,605,Cluster 34,009902 2,009902,Precinct 110,38.8679670928,-76.9489658163,,2024/01/23 18:53:00+00,2024/01/23 19:53:00+00,679970731,
400089.039999999,137531.629999999,24011322,2024/01/24 00:19:20+00,EVENING,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF M STREET NE,400089.04,137531.63,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 83,38.9056421844,-76.9989734485,,2024/01/07 19:30:00+00,2024/01/07 19:32:00+00,679970732,
397742.979999997,138657.940000001,24158658,2024/10/13 06:31:28+00,MIDNIGHT,GUN,ROBBERY,1900 - 1919 BLOCK OF VERMONT AVENUE NW,397742.98,138657.94,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 22,38.9157854753,-77.0260251212,,2024/10/13 05:50:00+00,2024/10/13 06:30:00+00,679970738,
405711.519100003,135520.707199998,24120727,2024/08/07 01:48:06+00,EVENING,OTHERS,THEFT F/AUTO,4600 - 4899 BLOCK OF B STREET SE,405711.519075253,135520.707195194,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 104,38.8875085125,-76.9341680289,,2024/08/07 00:11:00+00,2024/08/07 01:34:00+00,679970740,
396163.670000002,137783.539999999,24170879,2024/11/03 09:12:35+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1900 - 1999 BLOCK OF SUNDERLAND PLACE NW,396163.67,137783.54,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,38.9079031095,-77.0442308541,,2024/11/03 09:06:00+00,2024/11/03 09:12:00+00,679970743,
403619.799999997,140080.600000001,24126444,2024/08/17 23:44:44+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3437 - 3488 BLOCK OF SUMMIT COURT NE,403619.8,140080.6,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9285966968,-76.9582535107,,2024/08/17 21:18:00+00,2024/08/17 21:25:00+00,679970745,
399351.439999998,137425.960000001,24141705,2024/09/14 03:09:29+00,MIDNIGHT,GUN,ROBBERY,1 - 99 BLOCK OF PIERCE STREET NE,399351.44,137425.96,6,6E,5,501,Cluster 25,010603 3,010603,Precinct 144,38.9046900373,-77.0074772164,NOMA,2024/09/14 01:39:00+00,,679970747,
394741.390000001,137195.0,24039113,2024/03/15 04:03:16+00,MIDNIGHT,OTHERS,THEFT/OTHER,3030 - 3099 BLOCK OF K STREET NW,394741.39,137195,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9025939778,-77.0606244791,GEORGETOWN,2024/03/15 03:22:00+00,2024/03/15 03:56:00+00,679970748,
404600.899899997,136168.3774,24034960,2024/03/07 14:45:51+00,DAY,OTHERS,THEFT/OTHER,300 - 499 BLOCK OF 40TH STREET NE,404600.899906223,136168.377435795,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8933494806,-76.9469648801,,2024/03/07 13:40:00+00,2024/03/07 14:00:00+00,679970749,
401182.560000002,138011.34,24423368,2024/10/07 13:21:33+00,DAY,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF WEST VIRGINIA AVENUE NE,401182.56,138011.34,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 76,38.9099627869,-76.986365316,,2024/09/12 18:00:00+00,2024/09/12 21:00:00+00,679970751,
396830.43,137253.620000001,24423461,2024/10/08 12:21:59+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2024/09/10 23:00:00+00,2024/09/10 23:05:00+00,679970752,
399249.189999998,134089.670000002,24194931,2024/12/17 14:53:46+00,DAY,OTHERS,THEFT/OTHER,1 - 19 BLOCK OF N STREET SE,399249.19,134089.67,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.874635405,-77.0086524059,CAPITOL RIVERFRONT,2024/12/17 02:00:00+00,2024/12/17 02:30:00+00,679970753,
396874.460000001,140710.609999999,24058547,2024/04/19 14:47:16+00,DAY,OTHERS,THEFT F/AUTO,1504 - 1599 BLOCK OF MERIDIAN PLACE NW,396874.46,140710.61,1,1D,4,408,Cluster 2,002801 1,002801,Precinct 41,38.9342739166,-77.0360491492,,2024/04/19 07:00:00+00,2024/04/19 13:15:00+00,679970759,
397868.68,141140.379999999,24028843,2024/02/25 03:47:25+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3800 - 3899 BLOCK OF GEORGIA AVENUE NW,397868.68,141140.38,4,4C,4,407,Cluster 18,002400 1,002400,Precinct 45,38.938148387,-77.024583415,,2024/02/24 21:40:00+00,2024/02/24 23:37:00+00,679970771,
397330.259999998,139035.170000002,24120847,2024/08/07 12:16:16+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF W STREET NW,397330.26,139035.17,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.9191825305,-77.0307855567,,2024/08/07 00:30:00+00,2024/08/07 10:00:00+00,679970772,
399489.779200003,134556.8836,24164704,2024/10/24 03:51:55+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,900 - 999 BLOCK OF 1ST STREET SE,399489.77916548,134556.883610299,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.8788444223,-77.0058801803,CAPITOL RIVERFRONT,2024/10/23 18:40:00+00,2024/10/23 19:49:00+00,679970773,
400590.109999999,137256.199999999,24422801,2024/08/12 11:02:02+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF KENT PLACE NE,400590.11,137256.2,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9031608206,-76.9931967967,,2024/08/01 22:07:00+00,2024/08/01 22:08:00+00,679970775,
397868.68,141140.379999999,24171506,2024/11/04 17:58:50+00,DAY,KNIFE,THEFT/OTHER,3800 - 3899 BLOCK OF GEORGIA AVENUE NW,397868.68,141140.38,4,4C,4,404,Cluster 18,002503 2,002503,Precinct 47,38.938148387,-77.024583415,,2024/11/04 16:03:00+00,2024/11/04 17:10:00+00,679970776,
398413.380000003,137052.449999999,24056368,2024/04/15 14:04:21+00,DAY,OTHERS,THEFT/OTHER,443 - 499 BLOCK OF I STREET NW,398413.38,137052.45,6,6E,1,101,Cluster 8,004702 4,004702,Precinct 1,38.9013241345,-77.018291201,MOUNT VERNON TRIANGLE CID,2024/04/14 19:30:00+00,2024/04/14 19:30:00+00,679970783,
401701.350000001,136862.760000002,24096198,2024/06/24 15:56:23+00,DAY,KNIFE,THEFT F/AUTO,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,7,7D,5,507,Cluster 25,007901 4,007901,Precinct 81,38.8996151246,-76.9803866148,,2024/06/24 14:36:00+00,,679970784,
397497.460000001,136718.530000001,24129192,2024/08/22 22:04:15+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF G STREET NW,397497.46,136718.53,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8983139331,-77.0288490823,DOWNTOWN,2024/08/22 19:42:00+00,2024/08/22 20:32:00+00,679970845,
406023.289999999,135314.140000001,24140154,2024/09/11 16:12:06+00,DAY,OTHERS,BURGLARY,215 - 299 BLOCK OF 50TH STREET SE,406023.29,135314.14,7,7E,6,604,Cluster 33,009904 1,009904,Precinct 104,38.8856455967,-76.9305763145,,2024/09/11 11:19:00+00,2024/09/11 14:33:00+00,679970846,
396578.229999997,136991.949999999,24140430,2024/09/11 21:31:21+00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 17TH STREET NW,396578.23,136991.95,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9007739009,-77.0394472536,GOLDEN TRIANGLE,2024/09/11 17:00:00+00,2024/09/11 18:30:00+00,679970847,
405967.638300002,135594.057799999,24140499,2024/09/12 03:04:45+00,MIDNIGHT,OTHERS,THEFT/OTHER,4900 - 4999 BLOCK OF A STREET SE,405967.638339491,135594.057755262,7,7E,6,604,Cluster 33,009904 1,009904,Precinct 104,38.8881675808,-76.9312153174,,2024/09/11 23:17:00+00,2024/09/12 00:10:00+00,679970848,
402761.710000001,139412.109999999,24142017,2024/09/14 19:38:49+00,EVENING,OTHERS,THEFT F/AUTO,2500 - 2515 BLOCK OF BLADENSBURG ROAD NE,402761.71,139412.11,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9225778438,-76.9681523939,,2024/09/14 03:00:00+00,2024/09/14 06:40:00+00,679970852,
401553.079999998,138614.52,24143209,2024/09/16 21:12:20+00,EVENING,OTHERS,THEFT F/AUTO,1429 - 1599 BLOCK OF OKIE STREET NE,401553.08,138614.52,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9153958594,-76.9820919291,,2024/09/16 01:00:00+00,2024/09/16 03:15:00+00,679970853,
399490.939999998,134234.390000001,24143239,2024/09/16 22:51:28+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1200 - 1253 BLOCK OF 1ST STREET SE,399490.94,134234.39,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.8759392734,-77.0058665631,CAPITOL RIVERFRONT,2024/09/16 20:22:00+00,2024/09/16 21:55:00+00,679970854,
397823.780000001,141376.73,24143458,2024/09/17 11:04:51+00,DAY,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF GEORGIA AVENUE NW,397823.78,141376.73,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.940277387,-77.0251020575,,2024/09/17 10:00:00+00,2024/09/17 11:00:00+00,679970855,
396455.479999997,139555.850000001,24143733,2024/09/18 01:09:35+00,EVENING,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2024/09/17 17:03:00+00,2024/09/17 19:09:00+00,679970856,
401897.640299998,135647.9976,24145609,2024/09/20 21:24:48+00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF A STREET SE,401897.640287714,135647.997563312,7,7D,1,107,Cluster 26,006801 1,006801,Precinct 87,38.8886716962,-76.9781271101,,2024/08/20 13:00:00+00,2024/08/23 16:00:00+00,679970857,
399977.630000003,140065.719999999,24146247,2024/09/21 23:21:36+00,EVENING,GUN,ROBBERY,400 - 449 BLOCK OF BROOKLAND GROVE DRIVE NE,399977.63,140065.72,5,5F,5,502,Cluster 21,009201 2,009201,Precinct 74,38.9284701088,-77.0002579886,,2024/09/21 21:55:00+00,2024/09/21 22:25:00+00,679970858,
402379.420000002,132035.510000002,24146689,2024/09/23 18:24:52+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2700 - 2899 BLOCK OF LANGSTON PLACE SE,402379.42,132035.51,8,8B,7,702,Cluster 36,007408 2,007408,Precinct 115,38.8561277862,-76.9725864468,,2024/09/22 19:14:00+00,2024/09/22 19:35:00+00,679970859,
397497.539999999,137413.239999998,24148717,2024/09/26 00:09:39+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF MASSACHUSETTS AVENUE NW,397497.54,137413.24,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 17,38.9045721281,-77.0288506911,DOWNTOWN,2024/09/15 16:43:00+00,,679970860,
400459.754299998,130837.1853,24148946,2024/09/26 19:46:22+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2900 - 2999 BLOCK OF 8TH STREET SE,400459.75427038,130837.185302848,8,8C,7,705,Cluster 39,010400 1,010400,Precinct 123,38.8453358548,-76.9947039225,,2024/09/26 12:43:00+00,2024/09/26 13:56:00+00,679970861,
397424.920000002,141730.559999999,24159866,2024/10/15 16:42:39+00,DAY,OTHERS,THEFT F/AUTO,4200 - 4499 BLOCK OF 13TH STREET NW,397424.92,141730.56,4,4C,4,404,Cluster 18,002501 1,002501,Precinct 48,38.943463711,-77.0297041179,,2024/10/15 12:17:00+00,2024/10/15 12:45:00+00,679970872,
396975.299999997,144247.43,24160384,2024/10/16 14:18:49+00,DAY,GUN,ROBBERY,1400 - 1599 BLOCK OF SHERIDAN STREET NW,396975.3,144247.43,4,4A,4,402,Cluster 17,001803 3,001803,Precinct 60,38.9661349105,-77.0349016835,,2024/10/16 09:51:00+00,2024/10/16 10:10:00+00,679970873,
404600.899899997,136168.3774,24161224,2024/10/17 22:13:14+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,300 - 499 BLOCK OF 40TH STREET NE,404600.899906223,136168.377435795,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8933494806,-76.9469648801,,2024/10/17 21:30:00+00,2024/10/17 22:00:00+00,679970874,
402307.310000002,139388.59,24161867,2024/10/19 01:13:06+00,EVENING,OTHERS,THEFT F/AUTO,2200 - 2399 BLOCK OF CHANNING STREET NE,402307.31,139388.59,5,5C,5,503,Cluster 22,011100 3,011100,Precinct 72,38.9223672787,-76.9733925421,,2024/10/18 22:22:00+00,2024/10/19 00:10:00+00,679970875,
401135.799999997,136927.440000001,24163980,2024/10/22 16:13:28+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF H STREET NE,401135.8,136927.44,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9001986979,-76.9869062421,,2024/10/18 23:00:00+00,2024/10/19 07:15:00+00,679970876,
406073.289999999,137906.370000001,24164215,2024/10/22 22:35:12+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1400 - 1425 BLOCK OF EASTERN AVENUE NE,406073.29,137906.37,7,7C,6,602,Cluster 31,007806 1,007806,Precinct 93,38.9089969939,-76.9299771033,,2024/10/22 21:39:00+00,,679970877,
401605.880000003,136018.27,24167940,2024/10/29 13:43:30+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1600 - 1699 BLOCK OF CONSTITUTION AVENUE NE,401605.88,136018.27,7,7D,1,108,Cluster 25,008002 2,008002,Precinct 86,38.89200783,-76.9814891795,,2024/10/28 22:00:00+00,2024/10/29 13:00:00+00,679970878,
406620.822499998,136049.752099998,24168983,2024/10/31 04:56:49+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,200 - 299 BLOCK OF 54TH STREET NE,406620.822468097,136049.752091685,7,7C,6,608,Cluster 31,007808 1,007808,Precinct 96,38.8922679682,-76.9236821451,,2024/10/31 03:45:00+00,2024/10/31 04:56:00+00,679970879,
402548.020000003,133051.219999999,24169290,2024/10/31 21:45:08+00,EVENING,OTHERS,THEFT F/AUTO,2516 - 2598 BLOCK OF NAYLOR ROAD SE,402548.02,133051.22,7,7B,6,606,Cluster 35,007604 3,007604,Precinct 113,38.8652772555,-76.9706402247,,2024/10/28 19:45:00+00,2024/10/29 19:58:00+00,679970880,
401427.159999996,137980.100000001,24170257,2024/11/02 05:41:49+00,MIDNIGHT,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF MOUNT OLIVET ROAD NE,401427.16,137980.1,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 78,38.9096810032,-76.9835451911,,2024/11/02 03:35:00+00,2024/11/02 05:11:00+00,679970881,
393705.619999997,140483.190000001,24170371,2024/11/02 13:40:10+00,DAY,OTHERS,THEFT F/AUTO,3200 - 3218 BLOCK OF WISCONSIN AVENUE NW,393705.62,140483.19,3,3A,2,204,Cluster 14,000704 1,000704,Precinct 28,38.932208262,-77.0725956118,,2024/11/01 01:00:00+00,2024/11/02 13:37:00+00,679970882,
401701.350000001,136862.760000002,24170576,2024/11/02 20:53:54+00,EVENING,OTHERS,THEFT/OTHER,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.8996151246,-76.9803866148,,2024/11/02 20:36:00+00,2024/11/02 20:54:00+00,679970883,
397633.43,144615.420000002,24061275,2024/04/24 23:26:08+00,EVENING,OTHERS,THEFT/OTHER,6500 - 6599 BLOCK OF GEORGIA AVENUE NW,397633.43,144615.42,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.9694518736,-77.027308864,,2024/04/24 18:33:00+00,2024/04/24 19:23:00+00,679970907,
397162.060000002,140182.43,24066852,2024/05/04 15:45:34+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/05/02 20:30:00+00,2024/05/04 14:48:00+00,679970910,
398054.359999999,138140.309999999,24096027,2024/06/24 08:24:48+00,MIDNIGHT,GUN,ROBBERY,700 - 799 BLOCK OF Q STREET NW,398054.36,138140.31,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.9111232347,-77.0224332114,,2024/06/24 04:51:00+00,2024/06/24 08:24:00+00,679970916,
402708.119999997,132542.039999999,24145661,2024/09/21 00:38:30+00,EVENING,OTHERS,THEFT/OTHER,2500 - 2720 BLOCK OF MARION BARRY AVENUE SE,402708.12,132542.04,8,8B,7,702,Cluster 36,007502 2,007502,Precinct 134,38.8606898719,-76.9687974644,,2024/09/20 21:53:00+00,2024/09/27 22:30:00+00,679970935,
405478.700000003,134210.359999999,24117465,2024/08/01 02:07:38+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4421 - 4499 BLOCK OF ALABAMA AVENUE SE,405478.7,134210.36,7,7E,6,605,Cluster 33,007707 1,007707,Precinct 106,38.8757058815,-76.9368619874,,2024/07/31 22:00:00+00,2024/08/01 01:48:00+00,679970946,
397924.32,144887.960000001,24117611,2024/08/01 11:31:49+00,DAY,OTHERS,THEFT F/AUTO,6700 - 6799 BLOCK OF PINEY BRANCH ROAD NW,397924.32,144887.96,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,38.9719077143,-77.0239529852,,2024/07/31 22:00:00+00,2024/08/01 10:09:00+00,679970947,
397654.880000003,136665.079999998,24119027,2024/08/03 23:06:49+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF 11TH STREET NW,397654.88,136665.08,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8978328702,-77.0270341747,DOWNTOWN,2024/08/03 21:58:00+00,2024/08/03 22:06:00+00,679970948,
406101.623800002,135185.036899999,24119037,2024/08/04 02:04:30+00,EVENING,OTHERS,BURGLARY,5000 - 5099 BLOCK OF CALL PLACE SE,406101.623779615,135185.036890882,7,7E,6,604,Cluster 33,009904 2,009904,Precinct 104,38.8844820467,-76.9296745959,,2024/08/03 20:24:00+00,2024/08/03 23:15:00+00,679970949,
400542.858199999,138631.172800001,24030695,2024/02/28 13:29:26+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,9TH STREET NE AND T STREET NE,400542.8582,138631.1728,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 72,38.915547078,-76.9937404617,,2024/02/28 12:15:00+00,,679971046,
407430.019900002,136119.688299999,24155376,2024/10/07 17:33:59+00,DAY,OTHERS,THEFT/OTHER,6000 - 6099 BLOCK OF CLAY STREET NE,407430.019876848,136119.68828375,7,7C,6,608,Cluster 31,007808 2,007808,Precinct 96,38.8928915125,-76.9143538201,,2024/10/07 15:42:00+00,2024/10/07 17:09:00+00,679971094,
401211.600000001,138483.239999998,24158026,2024/10/12 04:39:41+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF OKIE STREET NE,401211.6,138483.24,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9142137824,-76.9860296578,,2024/10/12 00:44:00+00,2024/10/12 01:39:00+00,679971095,
397430.710000001,137621.059999999,24424244,2024/10/30 15:01:44+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 13TH STREET NW,397430.71,137621.06,2,2F,3,307,Cluster 7,005004 1,005004,Precinct 17,38.9064440504,-77.029621947,,2024/09/26 19:20:00+00,2024/09/26 22:20:00+00,679971098,
396662.450000003,138346.949999999,24195871,2024/12/19 02:07:17+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1723 BLOCK OF 17TH STREET NW,396662.45,138346.95,2,2B,3,301,Cluster 6,005302 1,005302,Precinct 15,38.9129805342,-77.0384829238,,2024/12/19 00:33:00+00,2024/12/19 01:19:00+00,679971102,
394964.329999998,140772.690000001,24148727,2024/09/26 02:15:14+00,EVENING,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9348242806,-77.0580805327,,2024/09/25 23:53:00+00,2024/09/26 00:15:00+00,679971108,
398758.710000001,145213.059999999,24127663,2024/08/20 02:18:57+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2024/08/20 01:15:00+00,2024/08/20 01:32:00+00,679971114,
396231.979999997,139315.649999999,24186769,2024/12/02 22:36:31+00,EVENING,OTHERS,THEFT/OTHER,1811 - 1852 BLOCK OF COLUMBIA ROAD NW,396231.98,139315.65,1,1C,3,303,Cluster 1,004001 1,004001,Precinct 25,38.9217051624,-77.043451684,ADAMS MORGAN,2024/12/02 18:35:00+00,2024/12/02 18:36:00+00,679971131,
395499.25,139592.960000001,24144736,2024/09/19 14:37:27+00,DAY,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,38.9241998122,-77.0519031245,,2024/09/19 13:22:00+00,2024/09/19 13:39:00+00,679971134,
399753.710000001,141341.649999999,24186093,2024/12/01 16:43:12+00,DAY,OTHERS,THEFT F/AUTO,4100 - 4299 BLOCK OF HAREWOOD ROAD NE,399753.71,141341.65,5,5A,4,405,Cluster 20,009511 1,009511,Precinct 68,38.9399640369,-77.0028408702,,2024/12/01 15:02:00+00,2024/12/01 15:38:00+00,679971136,
397162.060000002,140182.43,24013613,2024/01/28 02:50:03+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/01/27 22:34:00+00,2024/01/27 22:35:00+00,679971138,
397423.700000003,139763.98,24099203,2024/06/29 09:44:32+00,MIDNIGHT,GUN,ROBBERY,GIRARD STREET NW AND 13TH STREET NW,397423.69999556,139763.97999913,1,1A,3,304,Cluster 2,003600 3,003600,Precinct 36,38.9257481639,-77.0297108079,,2024/06/29 08:44:00+00,2024/06/29 09:00:00+00,679971141,
400360.200000003,139621.100000001,24053309,2024/04/10 02:11:14+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,701 - 709 BLOCK OF EDGEWOOD STREET NE,400360.2,139621.1,5,5F,5,502,Cluster 21,009204 2,009204,Precinct 74,38.9244647584,-76.9958461203,,2024/04/10 00:53:00+00,2024/04/10 00:55:00+00,679971142,
401480.969999999,136103.449999999,24088718,2024/06/11 16:28:09+00,DAY,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF NORTH CAROLINA AVENUE NE,401480.97,136103.45,7,7D,1,108,Cluster 25,008002 2,008002,Precinct 86,38.8927753823,-76.9829288211,,2024/06/11 15:48:00+00,2024/06/11 16:25:00+00,679971146,
400331.892499998,135279.943500001,24063449,2024/04/28 15:53:20+00,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF 7TH STREET SE,400331.892478261,135279.94354697,6,6B,1,107,Cluster 26,006600 2,006600,Precinct 89,38.8853581114,-76.9961746647,CAPITOL HILL,2024/04/25 21:54:00+00,2024/04/25 22:00:00+00,679971150,
396569.82,137433.920000002,24141836,2024/09/14 08:23:40+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1700 - 1799 BLOCK OF DE SALES STREET NW,396569.82,137433.92,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.90475529,-77.039546414,GOLDEN TRIANGLE,2024/09/14 08:14:00+00,,679971200,
394608.450000003,138125.579999998,24192378,2024/12/12 19:36:12+00,DAY,OTHERS,THEFT F/AUTO,1600 - 1642 BLOCK OF 31ST STREET NW,394608.45,138125.58,2,2E,2,206,Cluster 4,000102 1,000102,Precinct 5,38.9109761585,-77.0621643981,,2024/12/12 17:20:00+00,2024/12/12 18:00:00+00,679971411,
401480.719099998,135648.0198,24109706,2024/07/17 22:21:52+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF A STREET SE,401480.719135327,135648.019803312,7,7D,1,107,Cluster 26,006801 2,006801,Precinct 87,38.8886726976,-76.9829326943,,2024/07/10 16:00:00+00,2024/07/16 16:00:00+00,679971414,
398477.310000002,137621.18,24119314,2024/08/04 16:20:18+00,DAY,OTHERS,BURGLARY,400 - 499 BLOCK OF RIDGE STREET NW,398477.31,137621.18,2,2G,3,308,Cluster 7,004802 1,004802,Precinct 18,38.9064475676,-77.0175554508,,2024/08/04 02:00:00+00,2024/08/04 13:20:00+00,679971415,
396455.479999997,139555.850000001,24061653,2024/04/25 12:07:08+00,DAY,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2024/04/25 11:49:00+00,,679971417,
396217.890000001,138008.23,24067459,2024/05/05 23:29:11+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,396217.89,138008.23,2,2B,2,208,Cluster 6,004202 1,004202,Precinct 14,38.9099274291,-77.0436069637,DUPONT CIRCLE,2024/05/05 17:15:00+00,2024/05/05 18:15:00+00,679971418,
399886.829999998,136928.010000002,24054369,2024/04/11 22:22:21+00,EVENING,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF H STREET NE,399886.83,136928.01,6,6C,1,104,Cluster 25,010602 3,010602,Precinct 83,38.9002045591,-77.0013046493,,2024/04/11 20:07:00+00,2024/04/11 21:05:00+00,679971424,
